fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,157,RENTAL EQUIPMENT AND SERVICES,251184,251184,176528
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,159,LEASE/PURCHASE EQUIPMENT,98055,98055,87448
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,160,REPAIR/MAINT PROPERTY,1000,1000,500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,162,REPAIR/MAINT EQUIPMENT,16763,16763,14348
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,181,MOBILE COMMUNICATION SERVICES,86500,86500,86500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,185,WASTE DISPOSAL SERVICES,37505608,37505608,37505608
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,188,VEHICLE TRACKING SERVICE,324420,324420,181554
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,189,TELEPHONE - NON-CENTREX BILLINGS,4200,4200,5600
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,190,TELEPHONE - NON-CENTREX BILLINGS,81800,81800,77800
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,196,DATA CIRCUITS,28375,28375,28800
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,197,TELEPHONE - MAINTENANCE,9700,9700,9700
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,313,CLEANING AND SANITATION SUPPLIES,24561,24561,22107
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,319,CLOTHING,88190,88190,73250
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,340,MATERIAL AND SUPPLIES,92564,92564,80000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,350,STATIONERY AND OFFICE SUPPLIES,14530,14530,13077
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,401,TOOL <= $100 UNIT,71393,71393,27332
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,17768972,17768972,19474996
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,71300,71300,110029
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,64646,64646,61329
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,20,OVERTIME,29000,29000,29000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,600000,600000,600000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,1620000,1620000,1771620
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,7586,7586,5800
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,319,CLOTHING,8025,8025,7725
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,340,MATERIAL AND SUPPLIES,44900,44900,42400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,341,CHEMICALS,50000,50000,120000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,362,PAINTS AND PAINTING SUPPLIES,81000,81000,270000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,5,SALARIES AND WAGES - ON PAYROLL,12034932,12034932,14765486
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,11,CONTRACT WAGE - SALARY,2299,2299,2605
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,12,CONTRACT WAGE - PREVAILING RATE,68131,68131,79022
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,15,SCHEDULE SALARY ADJUSTMENTS,7189,7189,6498
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,20,OVERTIME,799938,799938,799938
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,126,OFFICE CONVENIENCES,1396,1396,1280
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,130,POSTAGE,120,120,120
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,140,PROFESSIONAL AND TECHNICAL SERVICES,723120,723120,1100200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,154,RENTAL-DATA HARDWARE EQ,2823,2823,1500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,157,RENTAL EQUIPMENT AND SERVICES,607058,607058,547363
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,159,LEASE/PURCHASE EQUIPMENT,7911,7911,7100
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,160,REPAIR/MAINT PROPERTY,518,518,400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,162,REPAIR/MAINT EQUIPMENT,5214,5214,4700
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,188,VEHICLE TRACKING SERVICE,72150,72150,50000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,190,TELEPHONE - NON-CENTREX BILLINGS,9625,9625,9000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,197,TELEPHONE - MAINTENANCE,2200,2200,2300
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,229,TRANSPORTATION AND EXPENSE ALLOWANCE,32000,32000,5000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,245,REIMBURSEMENT TO TRAVELERS,250,250,200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,313,CLEANING AND SANITATION SUPPLIES,2813,2813,2530
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,319,CLOTHING,6900,6900,6200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,340,MATERIAL AND SUPPLIES,54587,54587,48445
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,345,APPARATUS AND INSTRUMENTS,657,657,500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,350,STATIONERY AND OFFICE SUPPLIES,6000,6000,5400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,360,REPAIR PARTS AND MATERIAL,33304,33304,30000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,361,BUILDING MATERIALS AND SUPPLIES,1823,1823,1500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,362,PAINTS AND PAINTING SUPPLIES,952,952,800
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,363,STRUCTURAL STEELS  IRON  OTHER MATERIALS,308,308,270
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,423,COMMUNICATION DEVICES,13630,13630,11425
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,440,MACHINERY AND EQUIPMENT,150,150,150
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,5,SALARIES AND WAGES - ON PAYROLL,5629268,5629268,5293595
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,12,CONTRACT WAGE - PREVAILING RATE,47866,47866,44247
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,20,OVERTIME,20000,20000,20000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,150,PUBLICATN & REPRODT-OUT,72000,72000,30000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,157,RENTAL EQUIPMENT AND SERVICES,2717395,2717395,2445656
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,423,COMMUNICATION DEVICES,28640,28640,500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,2832262,2832262,2960079
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,11,CONTRACT WAGE - SALARY,682,682,712
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,17389,17389,17582
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,4930,4930,13840
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,20,OVERTIME,1144000,1144000,1144000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,126,OFFICE CONVENIENCES,3700,3700,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,70208,70208,71250
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,3640,3640,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,9448,9448,5000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,181,MOBILE COMMUNICATION SERVICES,15000,15000,16000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,185,WASTE DISPOSAL SERVICES,1864000,1864000,1750000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,190,TELEPHONE - NON-CENTREX BILLINGS,23400,23400,24000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,196,DATA CIRCUITS,11300,11300,11300
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,197,TELEPHONE - MAINTENANCE,6400,6400,6400
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,313,CLEANING AND SANITATION SUPPLIES,3400,3400,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,340,MATERIAL AND SUPPLIES,237755,237755,180219
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,341,CHEMICALS,63000,63000,50000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,15000,15000,10000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,401,TOOL <= $100 UNIT,22700,22700,22000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,402,TOOLS > $100 UNIT,13000,13000,11700
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,9438,REIMBURSEMENT - 2FM,6000,6000,5400
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,5,SALARIES AND WAGES - ON PAYROLL,12790861,12790861,12960260
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,11,CONTRACT WAGE - SALARY,14699,14699,15163
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,12,CONTRACT WAGE - PREVAILING RATE,70733,70733,71768
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,42901,42901,43558
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,20,OVERTIME,600000,600000,600000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,91,UNIFORM ALLOWANCE,23000,23000,23000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,126,OFFICE CONVENIENCES,2340,2340,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,130,POSTAGE,477600,477600,494300
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,8045845,8045845,8049040
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,150,PUBLICATN & REPRODT-OUT,5800,5800,5800
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,157,RENTAL EQUIPMENT AND SERVICES,69760,69760,64760
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,162,REPAIR/MAINT EQUIPMENT,14900,14900,10000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,166,DUES  SUBSC & MEM,200,200,200
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,181,MOBILE COMMUNICATION SERVICES,216000,216000,265000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,188,VEHICLE TRACKING SERVICE,49000,49000,49000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,189,TELEPHONE - NON-CENTREX BILLINGS,3900,3900,5300
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,190,TELEPHONE - NON-CENTREX BILLINGS,22700,22700,21000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,197,TELEPHONE - MAINTENANCE,700,700,725
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,313,CLEANING AND SANITATION SUPPLIES,700,700,700
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,340,MATERIAL AND SUPPLIES,172960,172960,97250
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,350,STATIONERY AND OFFICE SUPPLIES,52850,52850,52200
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,992,TOW STORAGE REFUNDS,97000,97000,797000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,9438,REIMBURSEMENT - 2FM,41350,41350,35900
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,5,SALARIES AND WAGES - ON PAYROLL,1276686,1276686,1295645
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,12,CONTRACT WAGE - PREVAILING RATE,12767,12767,12956
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,20,OVERTIME,2000000,2000000,2000000
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,140,PROFESSIONAL AND TECHNICAL SERVICES,915588,915588,15588
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,157,RENTAL EQUIPMENT AND SERVICES,260500,260500,262375
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,162,REPAIR/MAINT EQUIPMENT,64625,64625,64625
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,188,VEHICLE TRACKING SERVICE,195852,195852,125000
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,340,MATERIAL AND SUPPLIES,12402991,12402991,13384200
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,350,STATIONERY AND OFFICE SUPPLIES,1000,1000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,1900158,1900158,2215386
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,11,CONTRACT WAGE - SALARY,2638,2638,2650
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,3732,3732,7457
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,130,POSTAGE,1500,1500,1500
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,125000,125000,116000
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,150,PUBLICATN & REPRODT-OUT,450,450,450
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,159,LEASE/PURCHASE EQUIPMENT,13690,13690,11385
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,3000,2600,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,1100,1100,1100
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,178,FREIGHT AND EXPRESS CHARGES,250,250,250
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,2750,3150,2750
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,190,TELEPHONE - NON-CENTREX BILLINGS,18000,18000,16000
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,191,TELEPHONE - RELOCATIONS,400,400,400
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,5900,5900,6100
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TO TRAVELERS,5000,5000,2800
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,270,LOCAL TRANSPORTATION,200,200,200
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,2100,2100,1600
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,10500,10500,5500
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,1890000,1890000,1890000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,4881286,4881286,5097877
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,11,CONTRACT WAGE - SALARY,12103,12103,13984
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,12,CONTRACT WAGE - PREVAILING RATE,1043,1043,1076
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,15,SCHEDULE SALARY ADJUSTMENTS,30921,30921,21088
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,39,STUDENT AS TRAINEES,18750,18750,15000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,130,POSTAGE,4000,4000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,140,PROFESSIONAL AND TECHNICAL SERVICES,415150,415150,97450
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,149,SOFTWARE MAINTENANCE AND LICENSING,15000,15000,9000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,150,PUBLICATN & REPRODT-OUT,1000,1000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,152,ADVERTISING,1000,1000,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,154,RENTAL-DATA HARDWARE EQ,1000,1000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,159,LEASE/PURCHASE EQUIPMENT,33577,33577,39258
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,160,REPAIR/MAINT PROPERTY,8000,8000,8000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,166,DUES  SUBSC & MEM,1015,1015,1015
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,169,TECHNICAL MEETING COSTS,1300,1300,1300
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,171,MISCELLANEOUS SUPPLIES,250,250,850
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,178,FREIGHT AND EXPRESS CHARGES,300,300,300
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,181,MOBILE COMMUNICATION SERVICES,43150,43150,43150
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,190,TELEPHONE - NON-CENTREX BILLINGS,30700,30700,27500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,191,TELEPHONE - RELOCATIONS,500,500,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,197,TELEPHONE - MAINTENANCE,9600,9600,9600
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,245,REIMBURSEMENT TO TRAVELERS,800,800,800
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,270,LOCAL TRANSPORTATION,500,500,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,348,BOOKS AND RELATED MATERIAL,3000,3000,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,350,STATIONERY AND OFFICE SUPPLIES,7500,7500,8600
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,5,SALARIES AND WAGES - ON PAYROLL,802023,802023,827919
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,11,CONTRACT WAGE - SALARY,1068,1068,1564
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,39,STUDENT AS TRAINEES,5000,5000,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,130,POSTAGE,500,500,450
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,138,IT MAINTENANCE,5000,5000,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,139,IT DEVELOPMENT,2000,2000,1500
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,140,PROFESSIONAL AND TECHNICAL SERVICES,100000,100000,101000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,149,SOFTWARE MAINTENANCE AND LICENSING,1000,1000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,159,LEASE/PURCHASE EQUIPMENT,2915,2915,1623
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,162,REPAIR/MAINT EQUIPMENT,16563405,16563405,15055698
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,166,DUES  SUBSC & MEM,2820,2820,2820
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,169,TECHNICAL MEETING COSTS,2400,2400,2400
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,178,FREIGHT AND EXPRESS CHARGES,250,250,225
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,229,TRANSPORTATION AND EXPENSE ALLOWANCE,375,375,337
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,245,REIMBURSEMENT TO TRAVELERS,0,0,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,270,LOCAL TRANSPORTATION,325,325,292
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,345,APPARATUS AND INSTRUMENTS,8000,8000,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,348,BOOKS AND RELATED MATERIAL,1300,1300,1100
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,350,STATIONERY AND OFFICE SUPPLIES,4000,4000,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,5,SALARIES AND WAGES - ON PAYROLL,2864307,2864307,3150285
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,11,CONTRACT WAGE - SALARY,1921,1921,1801
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,12,CONTRACT WAGE - PREVAILING RATE,18564,18564,20086
