fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0159,LEASE/PURCHASE EQUIPMENT,46700,46700,29884
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0162,REPAIR/MAINT EQUIPMENT,65,65,65
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",6760,6760,9526
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0169,TECHNICAL MEETING COSTS,101273,101273,47212
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0181,MOBILE COMMUNICATION SERVICES,20233,20233,20794
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0189,TELEPHONE - NON-CENTREX BILLINGS,26708,26708,43674
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0245,REIMBURSEMENT TO TRAVELERS,558,558,1518
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0270,LOCAL TRANSPORTATION,28467,28467,31036
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0320,GASOLINE,709,709,2506
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0340,MATERIAL AND SUPPLIES,2552,2552,4983
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0348,BOOKS AND RELATED MATERIAL,1200,1200,1571
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0350,STATIONERY AND OFFICE SUPPLIES,12842,12842,17498
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,0700,CONTINGENCIES,20000,20000,10000
LOCAL,0100,Corporate Fund,3,Office of Inspector General,2005,Office of Inspector General,9438,REIMBURSEMENT - AIM,3000,3000,3000
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0005,SALARIES AND WAGES - ON PAYROLL,1028273,1028273,1059600
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0015,SCHEDULE SALARY ADJUSTMENTS,4967,4967,11149
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0130,POSTAGE,683,683,308
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0138,IT MAINTENANCE,7597,7597,7220
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0140,PROFESSIONAL AND TECHNICAL SERVICES,25281,25281,1268
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0143,COURT REPORTING,0,0,9808
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0149,SOFTWARE MAINTENANCE AND LICENSING,8457,8457,24946
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0154,RENTAL-DATA HARDWARE EQUIPMENT,10031,10031,0
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0157,RENTAL EQUIPMENT AND SERVICES,10334,10334,7530
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0159,LEASE/PURCHASE EQUIPMENT,2437,2437,1016
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0162,REPAIR/MAINT EQUIPMENT,1632,1632,1632
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",5093,5093,2306
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0169,TECHNICAL MEETING COSTS,7854,7854,14712
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0181,MOBILE COMMUNICATION SERVICES,2501,2501,3974
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0189,TELEPHONE - NON-CENTREX BILLINGS,14062,14062,7472
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0245,REIMBURSEMENT TO TRAVELERS,558,558,252
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0270,LOCAL TRANSPORTATION,1615,1615,952
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0320,GASOLINE,1132,1132,386
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0340,MATERIAL AND SUPPLIES,1608,1608,832
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0348,BOOKS AND RELATED MATERIAL,1082,1082,131
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0350,STATIONERY AND OFFICE SUPPLIES,4498,4498,3269
LOCAL,0200,Water Fund,3,Office of Inspector General,2005,Office of Inspector General,0700,CONTINGENCIES,1215,1215,1215
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0005,SALARIES AND WAGES - ON PAYROLL,641078,641078,652316
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0015,SCHEDULE SALARY ADJUSTMENTS,1485,1485,590
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0130,POSTAGE,519,519,181
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0138,IT MAINTENANCE,11612,11612,4904
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0140,PROFESSIONAL AND TECHNICAL SERVICES,30443,30443,1269
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0143,COURT REPORTING,0,0,9808
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0149,SOFTWARE MAINTENANCE AND LICENSING,15267,15267,11818
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0154,RENTAL-DATA HARDWARE EQUIPMENT,9599,9599,0
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0157,RENTAL EQUIPMENT AND SERVICES,9359,9359,6037
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0159,LEASE/PURCHASE EQUIPMENT,1917,1917,590
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0162,REPAIR/MAINT EQUIPMENT,54,54,54
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",1611,1611,1504
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0169,TECHNICAL MEETING COSTS,11530,11530,8582
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0181,MOBILE COMMUNICATION SERVICES,6061,6061,2783
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0189,TELEPHONE - NON-CENTREX BILLINGS,21856,21856,4647
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0245,REIMBURSEMENT TO TRAVELERS,558,558,147
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0270,LOCAL TRANSPORTATION,1615,1615,401
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0320,GASOLINE,180,180,386
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0340,MATERIAL AND SUPPLIES,1291,1291,484
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0348,BOOKS AND RELATED MATERIAL,1082,1082,85
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0350,STATIONERY AND OFFICE SUPPLIES,8759,8759,1421
LOCAL,0314,Sewer Fund,3,Office of Inspector General,2005,Office of Inspector General,0700,CONTINGENCIES,1725,1725,1725
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0005,SALARIES AND WAGES - ON PAYROLL,182502,182502,194795
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0015,SCHEDULE SALARY ADJUSTMENTS,2408,2408,1953
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0130,POSTAGE,100,100,78
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0138,IT MAINTENANCE,278,278,2036
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,847
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0143,COURT REPORTING,0,0,6538
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,5489
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0154,RENTAL-DATA HARDWARE EQUIPMENT,12000,12000,0
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0157,RENTAL EQUIPMENT AND SERVICES,13030,13030,4025
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0159,LEASE/PURCHASE EQUIPMENT,0,0,254
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",0,0,499
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0169,TECHNICAL MEETING COSTS,7396,7396,3678
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0181,MOBILE COMMUNICATION SERVICES,1448,1448,1330
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0189,TELEPHONE - NON-CENTREX BILLINGS,0,0,2157
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0245,REIMBURSEMENT TO TRAVELERS,0,0,63
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0270,LOCAL TRANSPORTATION,300,300,175
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0320,GASOLINE,200,200,257
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0340,MATERIAL AND SUPPLIES,200,200,207
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0348,BOOKS AND RELATED MATERIAL,0,0,16
LOCAL,0610,Chicago Midway Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0350,STATIONERY AND OFFICE SUPPLIES,100,100,609
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0005,SALARIES AND WAGES - ON PAYROLL,968913,968913,962279
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0015,SCHEDULE SALARY ADJUSTMENTS,10855,10855,9987
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0020,OVERTIME,3000,3000,3000
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0130,POSTAGE,610,610,309
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0138,IT MAINTENANCE,0,0,7220
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,2116
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0143,COURT REPORTING,0,0,16346
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,21111
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0154,RENTAL-DATA HARDWARE EQUIPMENT,8691,8691,0
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0157,RENTAL EQUIPMENT AND SERVICES,8054,8054,10560
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0159,LEASE/PURCHASE EQUIPMENT,206,206,1016
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0162,REPAIR/MAINT EQUIPMENT,65,65,65
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",0,0,2165
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0169,TECHNICAL MEETING COSTS,5447,5447,14712
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0181,MOBILE COMMUNICATION SERVICES,2757,2757,4119
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0189,TELEPHONE - NON-CENTREX BILLINGS,3258,3258,7934
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0245,REIMBURSEMENT TO TRAVELERS,558,558,252
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0270,LOCAL TRANSPORTATION,1315,1315,748
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0320,GASOLINE,1956,1956,642
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0340,MATERIAL AND SUPPLIES,1685,1685,830
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0348,BOOKS AND RELATED MATERIAL,1082,1082,107
LOCAL,0740,Chicago O'Hare Airport Fund,3,Office of Inspector General,2005,Office of Inspector General,0350,STATIONERY AND OFFICE SUPPLIES,2812,2812,2714
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0005,SALARIES AND WAGES - ON PAYROLL,3054769,3054769,3007359
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0015,SCHEDULE SALARY ADJUSTMENTS,15013,15013,7036
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0039,STUDENT AS TRAINEES,37500,37500,37500
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0130,POSTAGE,5000,5000,5000
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0140,PROFESSIONAL AND TECHNICAL SERVICES,5500,5500,5500
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0152,ADVERTISING,1000,1000,1000
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0157,RENTAL EQUIPMENT AND SERVICES,10000,10000,10000
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0169,TECHNICAL MEETING COSTS,1000,1000,1000
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0181,MOBILE COMMUNICATION SERVICES,5100,5100,5100
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0190,TELEPHONE - CENTREX BILLINGS,4500,4500,4500
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0197,TELEPHONE - MAINTENANCE,1209,1209,1209
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0245,REIMBURSEMENT TO TRAVELERS,500,500,500
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0270,LOCAL TRANSPORTATION,500,500,500
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0348,BOOKS AND RELATED MATERIAL,400,400,400
LOCAL,0100,Corporate Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0350,STATIONERY AND OFFICE SUPPLIES,5400,5400,5400
LOCAL,0200,Water Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0005,SALARIES AND WAGES - ON PAYROLL,130356,130356,130356
LOCAL,0B21,Tax Increment Financing Administration Fund,5,Office of Budget and Management,2005,Office of Budget and Management,0005,SALARIES AND WAGES - ON PAYROLL,99624,99624,99624
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0005,SALARIES AND WAGES - ON PAYROLL,9793162,9793162,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0015,SCHEDULE SALARY ADJUSTMENTS,18255,18255,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0039,STUDENT AS TRAINEES,78000,78000,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0130,POSTAGE,78,78,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0138,IT MAINTENANCE,2524431,2524431,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,1125262,1125262,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,8352533,8352533,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0162,REPAIR/MAINT EQUIPMENT,1098177,1098177,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",20500,20500,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0169,TECHNICAL MEETING COSTS,72700,72700,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0181,MOBILE COMMUNICATION SERVICES,30000,30000,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0190,TELEPHONE - CENTREX BILLINGS,25190,25190,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0196,DATA CIRCUITS,699037,699037,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0197,TELEPHONE - MAINTENANCE,9505,9505,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0245,REIMBURSEMENT TO TRAVELERS,5000,5422,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0270,LOCAL TRANSPORTATION,900,478,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0340,MATERIAL AND SUPPLIES,7750,7750,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0348,BOOKS AND RELATED MATERIAL,2700,2700,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0350,STATIONERY AND OFFICE SUPPLIES,6750,6750,0
LOCAL,0100,Corporate Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,9438,REIMBURSEMENT - AIM,3000,3000,0
LOCAL,0200,Water Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0138,IT MAINTENANCE,934000,934000,0
LOCAL,0200,Water Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0139,IT DEVELOPMENT,820000,820000,0
LOCAL,0200,Water Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,4477958,4477958,0
LOCAL,0200,Water Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,123827,123827,0
LOCAL,0200,Water Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0197,TELEPHONE - MAINTENANCE,21593,21593,0
LOCAL,0346,Library Fund,6,Department of Innovation and Technology,2005,Department of Innovation and Technology,0005,SALARIES AND WAGES - ON PAYROLL,1230233,1230233,0
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0005,SALARIES AND WAGES - ON PAYROLL,6569719,6569719,6689220
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0017,WARD STAFF WAGE ALLOWANCE,9548615,9548615,9548615
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0039,STUDENT AS TRAINEES,210000,210000,225000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0126,OFFICE CONVENIENCES,0,0,1000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0157,RENTAL EQUIPMENT AND SERVICES,0,0,27000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0165,GRAPHIC DESIGN SERVICES,0,0,1500
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0190,TELEPHONE - CENTREX BILLINGS,38160,38160,38160
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0197,TELEPHONE - MAINTENANCE,1760,1760,1760
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0245,REIMBURSEMENT TO TRAVELERS,1000,1000,3000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0340,MATERIAL AND SUPPLIES,0,0,7000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0700,CONTINGENCIES,43000,43000,5000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0982,RECOGNITION FOR HEROSIM,1000,1000,1000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9008,ALDERMANIC EXPENSE ALLOWANCE FOR ORDINARY AND NECESSARY EXPENSES INCURRED IN CONNTECTION WITH THE PERFORMANCE OF THE ALERMAN'S OFFICIAL DUTIES,4850000,4850000,4850000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9010,"FOR LEGAL, TECCHNICAL, MEDICAL AND PROFESSIONAL SERVICES,APPRAISALS, CONSULTANTS, PRINTERS, COURT REPORTERS, AND OTHER INCEDENTAL CONTRACTUAL SERVICES.  TO BE EXPENDED AT THE DIRECTION OF THE CHAIRMAN OF THE COMMITTEE ON FINANCE",92072,92072,0
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9072,CONTIGENT AND OTHER EXPENSES FOR CORPORATE PURPOSES NOT OTHERWISE PROVIDED FOR.  TO BE EXPENDED UNDER THE DIRECTION OF THE PRESIDENT PRO TEMPORE OF THE CITY COUNCIL,4000,4000,4000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0000,PERSONNEL SERVICES,0,1041062,737210
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0005,SALARIES AND WAGES - ON PAYROLL,1885500,0,0
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0130,POSTAGE,16000,16000,3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0140,PROFESSIONAL AND TECHNICAL SERVICES,12500,18794,61520
