fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,130,POSTAGE,3000,3000,3000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,138,PROF SERV-IT MAINT,0,0,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,139,PROF SERV-IT DEVELOPMENT,0,0,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,140,PROF & TECHNICAL SERVICES,310799,310799,374839
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,149,SOFTWARE MAINT/LICENSING,17000,17000,17000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,150,PUBLICATN & REPRODT-OUT,1500,1500,1500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,152,ADVERTISING,4915,4915,8665
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,153,PROMOTIONS,1200,1200,1200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,157,RENTAL EQUIPMENT AND SERVICES,30000,30000,30000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,162,REPAIR/MAINT EQUIPMENT,20000,20000,20000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,166,DUES  SUBSC & MEM,12200,12200,12200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,169,TECHNICAL MEETING COSTS,6600,6600,6600
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,178,FREIGHT/EXPENSE CHARGES,200,200,200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,181,MOBILE COMM SERVICES,12980,12980,1500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,190,TELEPHONE-CENTREX,22000,22000,18700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,191,TELEPHONE-RELOCATIONS,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,197,TELEPHONE-MAINTENANCE,4300,4300,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,229,TRAN/EXP ALLOWANCE,1080,1080,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,245,REIMBURSEMENT TRAVELERS,9000,9000,9000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,270,LOCAL TRANSPORTATION,0,0,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,340,MATERIAL AND SUPPLIES,17750,17750,16750
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,345,APPARATUS AND INSTRUMENTS,2000,2000,27680
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,348,BOOKS AND RELATED MTL,1700,1700,1700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,350,STATIONERY AND OFFICE SUPPL,4000,4000,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,9041,PAYMENT SPECIAL ASSESMT,1500,1500,1500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,2145 - PROJECT DEVELOPMENT,9142,X-OFFENDER/RE-ENTRY INI,300000,300000,250000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,10635419,10635419,10011881
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,12,CONTRACT WAGE-PR,148386,148386,128714
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,15,SCHEDULE SALARY ADJ,3146,3146,1422
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,20,OVERTIME,98775,98775,98775
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,39,STUDENT AS TRAINEES,12000,12000,12000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,130,POSTAGE,396,396,396
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,140,PROF & TECHNICAL SERVICES,60000,60000,60000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,149,SOFTWARE MAINT/LICENSING,6000,6000,6000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,154,RENTAL-DATA HARDWARE EQ,4500,4500,4500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,127750,127750,127750
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,159,LEASE PURCHASE AGREEMNT,30154,30154,30154
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,20104,20104,20104
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,181,MOBILE COMM SERVICES,11790,11790,217000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,56140,56140,56140
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,189,TELEPHONE NON-CENTREX,900,900,700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,190,TELEPHONE-CENTREX,42000,42000,35300
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,196,DATA CIRCUITS,78000,78000,76000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,197,TELEPHONE-MAINTENANCE,8000,8000,7000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,229,TRAN/EXP ALLOWANCE,74700,74700,43600
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,319,CLOTHING,6200,6200,6200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,276500,276500,276500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,345,APPARATUS AND INSTRUMENTS,0,0,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPL,19250,19250,15807
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,27000,27000,27000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,362,PAINT/PAINTING SUPPLIES,2499,2499,2499
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,363,STRUCTURE STEEL IRON OT,40000,40000,40000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,2150 - ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,203000,203000,203000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,9892570,9892570,9425414
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE-PR,127698,127698,117301
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJ,0,0,132
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,20,OVERTIME,101985,101985,250000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,130,POSTAGE,250,250,250
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,140,PROF & TECHNICAL SERVICES,25000,25000,25000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,152,ADVERTISING,300,300,300
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,79859,79859,79859
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,159,LEASE PURCHASE AGREEMNT,1423,1423,1423
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,50000,50000,50000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,17000,17000,17000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,169,TECHNICAL MEETING COSTS,150,150,150
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,178,FREIGHT/EXPENSE CHARGES,225,225,225
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERV,35365,35365,35365
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,45540,45540,45540
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,190,TELEPHONE-CENTREX,52000,52000,50000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,197,TELEPHONE-MAINTENANCE,11200,11200,10000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,229,TRAN/EXP ALLOWANCE,11000,11000,11000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TRAVELERS,400,400,400
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,313,CLEANING AND SAN SUPPLY,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,319,CLOTHING,4900,4900,4900
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,251000,251000,251000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPL,3000,3000,2350
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,365,ELECTRICAL SUPPLIES,19500,19500,19500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,2155 - IN-HOUSE CONSTRUCTION,440,MACHINERY AND EQUIPMENT,15325,15325,15325
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,11,CONTRACT WAGE-SALARY,0,0,770000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,29,HMO PREMIUMS,87041568,87041568,90225070
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,39,STUDENT AS TRAINEES,298400,298400,298400
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,192265730,192265730,189775889
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,43,TEXT FILE - EXTRA LONG,1050000,1050000,1050000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,45,PREM TERM LIFE INSURANC,3313117,3313117,2715232
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,49,WORKER'S COMPENSATION,31900000,31900000,31900000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,10902712,10902712,9742241
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,95145379,95145379,82139822
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,56,PREM DENTAL PLAN,11090751,11090751,11450966
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,70,TUITION REIMBURSEMENT,205000,205000,205000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,95,ALLOW FAMILIES POL/FIRE,200000,200000,200000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,96,TEXT FILE - EXTRA LONG,250000,250000,150000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,138,PROF SERV-IT MAINT,15238240,15238240,15108388
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,20821857,20821857,43199270
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,142,ACCOUNTING AND AUDITING,2090000,2090000,1870000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,157,RENTAL EQUIPMENT AND SERVICES,66792,66792,51384
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,170,SURETY BOND PREMIUMS,50000,50000,50000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,172,INSURANCE PREMIUMS,1304948,1304948,1604948
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,7118042,7118042,5777742
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,100000,100000,100000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,939,TEXT FILE - EXTRA LONG,7000000,7000000,5000000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,991,MATCHING & SUPP-BUDG DR,4176274,4176274,4632830
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9011,SUMMER JOBS PROGRAM,2700000,5461227,5500000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9027,SOCIAL SECURITY TAX,1044787,1044787,946787
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9030,AFTER SCHOOL PROGRAMS,3100000,2338773,3100000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,38055840,36055840,38023840
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9121,LOBBYIST COSTS,480000,480000,480000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9165,OUTSOURCING-DATA CENTER,2466024,2466024,1884273
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9168,FOR CHILDREN'S ADVOCACY,900000,900000,900000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9176,WEST NILE VIRUS PROGRAM,725000,725000,425000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9180,WORLD BUSINESS CHICAGO,1000000,1000000,1000000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9214,CHICAGO PARK DISTRICT PROGRAMS,0,2500000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9232,INNOVATION LOAN FUND,20000000,20000000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9257,CHICAGO OFFICE OF PUBLIC ENGAGEMENT,0,0,740264
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9540,PAYT GEN/OB-CERTIFICATE,2380000,2380000,2378950
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9635,REIMBUSE-FIRE SALARY-MW,3919792,3919792,3919792
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9636,REIMBUSE-FIRE BNFIT-MW,1076104,1076104,1076104
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,2005 - FINANCE GENERAL,9638,FOR CORP SUBSIDY OF CPL,8965000,8965000,10824000
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,830986,830986,908807
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJ,3162,3162,2712
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,130,POSTAGE,683,683,683
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,138,PROF SERV-IT MAINT,54580,54580,44580
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,140,PROF & TECHNICAL SERVICES,48236,48236,48236
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINT/LICENSING,350,350,350
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,154,RENTAL-DATA HARDWARE EQ,15876,15876,15876
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,155,RENTAL OF PROPERTY,1200,1200,1200
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,35108,35108,32217
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,159,LEASE PURCHASE AGREEMNT,5827,5827,5827
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,2688,2688,2688
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,4672,4672,7854
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,181,MOBILE COMM SERVICES,12753,12753,9724
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,189,TELEPHONE NON-CENTREX,42325,42325,42325
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,245,REIMBURSEMENT TRAVELERS,558,558,558
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,1615,1615,1615
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,320,GASOLINE,4713,4713,2382
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,3800,3800,3800
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,348,BOOKS AND RELATED MTL,1082,1082,1082
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPL,10604,10604,8248
LOCAL,200,WATER FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,700,CONTINGENCIES,5434,5434,5434
LOCAL,200,WATER FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,110880,110880,107554
LOCAL,200,WATER FUND,6,DOIT,2005,2005 - DOIT,138,PROF SERV-IT MAINT,1166000,1166000,1166000
LOCAL,200,WATER FUND,6,DOIT,2005,2005 - DOIT,139,PROF SERV-IT DEVELOPMENT,200000,200000,1200000
LOCAL,200,WATER FUND,6,DOIT,2005,2005 - DOIT,140,PROF & TECHNICAL SERVICES,3501364,3501364,4001364
LOCAL,200,WATER FUND,6,DOIT,2005,2005 - DOIT,149,SOFTWARE MAINT/LICENSING,13300,13300,13300
LOCAL,200,WATER FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,140,PROF & TECHNICAL SERVICES,6552,6552,6552
LOCAL,200,WATER FUND,27,FINANCE,2012,2012 - ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,219907,219907,191608
LOCAL,200,WATER FUND,27,FINANCE,2012,2012 - ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJ,6729,6729,5544
LOCAL,200,WATER FUND,27,FINANCE,2015,2015 - FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,0,0,214323
LOCAL,200,WATER FUND,27,FINANCE,2015,2015 - FINANCIAL STRATEGY AND OPS,15,SCHEDULE SALARY ADJ,0,0,2639
LOCAL,200,WATER FUND,27,FINANCE,2015,2015 - FINANCIAL STRATEGY AND OPS,154,RENTAL-DATA HARDWARE EQ,50000,50000,50000
LOCAL,200,WATER FUND,27,FINANCE,2015,2015 - FINANCIAL STRATEGY AND OPS,190,TELEPHONE-CENTREX,19250,19250,0
LOCAL,200,WATER FUND,27,FINANCE,2015,2015 - FINANCIAL STRATEGY AND OPS,197,TELEPHONE-MAINTENANCE,210,210,0
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,3638350,3638350,2109419
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,15,SCHEDULE SALARY ADJ,21181,21181,7095
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,20,OVERTIME,5000,5000,6000
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,125,OFF AND BUILDING SERV,2000,2000,2000
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,130,POSTAGE,1006709,1006709,1006709
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,140,PROF & TECHNICAL SERVICES,2726480,2726480,5653826
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,150,PUBLICATN & REPRODT-OUT,25000,25000,25000
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,157,RENTAL EQUIPMENT AND SERVICES,17200,17200,17200
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,162,REPAIR/MAINT EQUIPMENT,1342,1342,1342
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,179,MESSENGER SERVICES,495,495,495
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,340,MATERIAL AND SUPPLIES,3525,3525,3525
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,348,BOOKS AND RELATED MTL,1400,1400,1400
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,350,STATIONERY AND OFFICE SUPPL,27000,27000,30430
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,424,FURNITURE AND FURNISHINGS,3000,3000,8000
LOCAL,200,WATER FUND,27,FINANCE,2020,2020 - REVENUE SERVICES AND OPERATION,952,CLAIMS WATER FUND,425000,425000,475000
